TimeSlice,EventSeq
5386729,"['E1', 'E2']"
5386730,"['E1', 'E1', 'E1']"
5386732,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2', 'E1', 'E1', 'E1']"
5386736,"['E1', 'E2']"
5386739,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386740,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386741,"['E1', 'E1', 'E1']"
5386743,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386746,"['E1', 'E2']"
5386747,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386748,"['E1', 'E1', 'E1']"
5386750,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386752,"['E1', 'E1', 'E1']"
5386753,"['E1', 'E2']"
5386755,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386757,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386759,"['E1', 'E1', 'E1']"
5386761,"['E1', 'E2']"
5386762,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386764,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386766,"['E1', 'E1', 'E1']"
5386768,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386770,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386771,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386775,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386777,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386778,"['E1', 'E2']"
5386780,"['E1', 'E1', 'E1']"
5386782,"['E1', 'E2']"
5386784,"['E1', 'E1', 'E1']"
5386785,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386786,"['E1', 'E1', 'E1']"
5386789,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386792,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386793,"['E1', 'E1', 'E1']"
5386795,"['E1', 'E1', 'E1']"
5386796,"['E1', 'E2']"
5386798,"['E1', 'E1', 'E1']"
5386800,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386802,"['E1', 'E1', 'E1']"
5386803,"['E1', 'E2']"
5386804,"['E1', 'E1', 'E1']"
5386807,"['E1', 'E2', 'E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386810,"['E1', 'E2']"
5386811,"['E1', 'E1', 'E1']"
5386813,"['E1', 'E1', 'E1']"
5386814,"['E1', 'E2']"
5386815,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386816,"['E1', 'E1', 'E1']"
5386817,"['E1', 'E2']"
5386820,"['E1', 'E1', 'E1']"
5386821,"['E1', 'E2']"
5386822,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5386824,"['E1', 'E2']"
5386825,"['E1', 'E1', 'E1']"
5386828,"['E1', 'E2']"
5386829,"['E1', 'E1', 'E1']"
5386830,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386831,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386834,"['E1', 'E1', 'E1']"
5386835,"['E1', 'E2']"
5386837,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386838,"['E1', 'E1', 'E1', 'E1']"
5386839,['E2']
5386841,"['E1', 'E1', 'E1']"
5386842,"['E1', 'E2']"
5386843,"['E1', 'E1', 'E1']"
5386845,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386846,"['E1', 'E2']"
5386847,"['E1', 'E1', 'E1']"
5386849,"['E1', 'E2']"
5386850,"['E1', 'E1', 'E1']"
5386852,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386853,"['E1', 'E2']"
5386856,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386859,"['E1', 'E1', 'E1']"
5386860,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386861,"['E1', 'E1', 'E1']"
5386863,"['E1', 'E2']"
5386865,"['E1', 'E1', 'E1']"
5386866,"['E1', 'E1', 'E1']"
5386867,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386868,"['E1', 'E1', 'E1']"
5386870,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386874,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386875,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386877,"['E1', 'E1', 'E1']"
5386878,"['E1', 'E2']"
5386879,"['E1', 'E1', 'E1']"
5386881,"['E1', 'E2']"
5386882,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386883,"['E4', 'E1', 'E1', 'E1']"
5386884,"['E1', 'E1', 'E1']"
5386885,"['E1', 'E2']"
5386886,"['E1', 'E1', 'E1']"
5386888,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386890,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386892,"['E1', 'E2', 'E1']"
5386893,"['E1', 'E1', 'E1']"
5386895,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386897,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386899,"['E1', 'E2']"
5386902,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386904,"['E1', 'E1', 'E1']"
5386905,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386906,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386909,"['E1', 'E2']"
5386911,"['E1', 'E1', 'E1']"
5386912,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386913,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386915,"['E1', 'E1', 'E1']"
5386916,"['E1', 'E2']"
5386920,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386922,"['E1', 'E1', 'E1']"
5386924,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386927,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386931,"['E1', 'E2', 'E1', 'E1', 'E1']"
5386933,"['E1', 'E1', 'E1']"
5386934,"['E1', 'E2']"
5386935,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386938,"['E1', 'E2']"
5386940,"['E1', 'E1', 'E1']"
5386941,"['E1', 'E2']"
5386942,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386945,"['E1', 'E2']"
5386948,"['E1', 'E2']"
5386949,"['E1', 'E1', 'E1']"
5386950,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386951,"['E1', 'E1', 'E1']"
5386952,"['E1', 'E2']"
5386955,"['E1', 'E2']"
5386957,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386958,"['E1', 'E1', 'E1']"
5386959,"['E1', 'E2']"
5386960,"['E1', 'E1', 'E1']"
5386962,"['E1', 'E1', 'E1']"
5386963,"['E1', 'E2']"
5386965,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386966,"['E1', 'E2']"
5386967,"['E1', 'E1', 'E1']"
5386969,"['E1', 'E1', 'E1']"
5386970,"['E1', 'E2']"
5386972,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386973,"['E1', 'E2']"
5386976,"['E1', 'E1', 'E1']"
5386977,"['E1', 'E2']"
5386978,"['E1', 'E1', 'E1']"
5386980,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5386981,"['E1', 'E1', 'E1']"
5386984,"['E1', 'E2']"
5386985,"['E1', 'E1', 'E1']"
5386986,['E1']
5386987,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1', 'E1', 'E2']"
5386990,"['E1', 'E1', 'E1']"
5386991,"['E1', 'E2']"
5386994,"['E1', 'E1', 'E1', 'E1', 'E2']"
5386995,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5386996,"['E1', 'E1', 'E1']"
5386998,"['E1', 'E2']"
5386999,"['E1', 'E1', 'E1']"
5387002,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387003,"['E1', 'E1', 'E1']"
5387005,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387008,"['E1', 'E1', 'E1']"
5387009,"['E1', 'E2']"
5387010,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387012,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387014,"['E1', 'E1', 'E1']"
5387016,"['E1', 'E2']"
5387017,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387019,"['E1', 'E2']"
5387021,"['E1', 'E1', 'E1']"
5387023,"['E1', 'E2']"
5387024,"['E1', 'E1', 'E1']"
5387025,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387026,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387030,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387032,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387033,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387035,"['E1', 'E1', 'E1']"
5387037,"['E1', 'E2']"
5387039,"['E1', 'E1', 'E1']"
5387040,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387041,"['E1', 'E2']"
5387042,"['E1', 'E1', 'E1']"
5387044,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387047,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387048,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387051,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387053,"['E1', 'E1', 'E1']"
5387055,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387057,"['E1', 'E1', 'E1']"
5387058,"['E1', 'E2']"
5387060,"['E1', 'E1', 'E1']"
5387062,"['E1', 'E1', 'E1', 'E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387065,"['E1', 'E2']"
5387066,"['E1', 'E1', 'E1']"
5387069,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387070,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387071,"['E1', 'E1', 'E1']"
5387072,"['E1', 'E2']"
5387075,"['E1', 'E1', 'E1']"
5387076,"['E1', 'E2']"
5387077,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387078,"['E1', 'E1', 'E1']"
5387079,"['E1', 'E1', 'E1', 'E1']"
5387080,"['E2', 'E1', 'E1', 'E1']"
5387083,"['E1', 'E2']"
5387084,"['E1', 'E1', 'E1']"
5387085,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387087,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387089,"['E1', 'E1', 'E1']"
5387090,"['E1', 'E2']"
5387092,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387093,"['E1', 'E1', 'E1']"
5387094,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387096,"['E1', 'E1', 'E1']"
5387097,"['E1', 'E2']"
5387098,"['E1', 'E1', 'E1']"
5387100,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387101,"['E1', 'E2']"
5387102,"['E1', 'E1', 'E1']"
5387103,"['E1', 'E1', 'E1']"
5387104,"['E1', 'E2']"
5387105,"['E1', 'E1', 'E1']"
5387107,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387108,"['E1', 'E2']"
5387111,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387112,"['E1', 'E1', 'E1']"
5387114,"['E1', 'E1', 'E1']"
5387115,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387116,"['E1', 'E1', 'E1']"
5387119,"['E1', 'E2']"
5387120,"['E1', 'E1', 'E1']"
5387121,"['E1', 'E1', 'E1']"
5387122,"['E1', 'E2']"
5387123,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5387125,"['E1', 'E1', 'E1']"
5387126,"['E1', 'E2']"
5387129,"['E1', 'E2', 'E1', 'E1']"
5387130,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387132,"['E1', 'E1', 'E1']"
5387133,"['E1', 'E2']"
5387134,"['E1', 'E1', 'E1']"
5387136,"['E1', 'E2']"
5387138,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1']"
5387139,"['E1', 'E1', 'E1']"
5387140,"['E1', 'E2']"
5387141,"['E1', 'E1', 'E1']"
5387143,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387145,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387147,"['E1', 'E2']"
5387148,"['E1', 'E1', 'E1']"
5387150,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387152,"['E1', 'E1', 'E1']"
5387153,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387154,"['E1', 'E2']"
5387157,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387159,"['E1', 'E1', 'E1']"
5387160,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387161,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387165,"['E1', 'E2']"
5387166,"['E1', 'E1', 'E1']"
5387168,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1', 'E1', 'E2']"
5387170,"['E1', 'E1', 'E1']"
5387171,['E4']
5387172,"['E1', 'E2']"
5387175,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5387177,"['E1', 'E1', 'E1']"
5387179,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387182,"['E1', 'E2']"
5387183,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387186,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387188,"['E1', 'E1', 'E1']"
5387189,"['E1', 'E2']"
5387190,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387193,"['E1', 'E2']"
5387195,"['E1', 'E1', 'E1']"
5387196,"['E1', 'E2']"
5387197,"['E1', 'E1', 'E1']"
5387198,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387200,"['E1', 'E2']"
5387204,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387205,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387206,"['E1', 'E1', 'E1']"
5387207,"['E1', 'E2']"
5387211,"['E1', 'E2']"
5387213,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5387214,"['E1', 'E2']"
5387215,"['E1', 'E1', 'E1']"
5387218,"['E1', 'E2']"
5387220,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387221,"['E1', 'E2']"
5387222,"['E1', 'E1', 'E1']"
5387224,"['E1', 'E1', 'E1']"
5387225,"['E1', 'E2']"
5387228,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5387231,"['E1', 'E1', 'E1']"
5387232,"['E1', 'E2']"
5387233,"['E1', 'E1', 'E1']"
5387235,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5387239,"['E1', 'E2']"
5387240,"['E1', 'E1', 'E1']"
5387242,"['E1', 'E1', 'E1']"
5387243,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387246,"['E1', 'E2']"
5387249,"['E1', 'E1', 'E1']"
5387250,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387251,"['E1', 'E1', 'E1']"
5387253,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387257,"['E1', 'E2']"
5387258,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5387260,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387263,"['E1', 'E1', 'E1']"
5387264,"['E1', 'E2']"
5387265,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387267,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387269,"['E1', 'E1', 'E1']"
5387271,"['E1', 'E2']"
5387272,"['E1', 'E1', 'E1']"
5387273,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387274,"['E1', 'E2']"
5387276,"['E1', 'E1', 'E1']"
5387278,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387280,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387281,"['E1', 'E1', 'E1']"
5387282,"['E1', 'E2']"
5387285,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387287,"['E1', 'E1', 'E1']"
5387288,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387289,"['E1', 'E2']"
5387290,"['E1', 'E1', 'E1']"
5387292,"['E1', 'E2']"
5387294,"['E1', 'E1', 'E1']"
5387295,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387296,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387299,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387303,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2', 'E1', 'E1', 'E1']"
5387305,"['E1', 'E1', 'E1']"
5387306,"['E1', 'E2']"
5387308,"['E1', 'E1', 'E1']"
5387310,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387312,"['E1', 'E1', 'E1']"
5387313,"['E1', 'E2']"
5387314,"['E1', 'E1', 'E1']"
5387317,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387318,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387320,"['E1', 'E2']"
5387321,"['E1', 'E1', 'E1']"
5387324,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387325,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387326,"['E1', 'E1', 'E1']"
5387328,"['E1', 'E2']"
5387330,"['E1', 'E1', 'E1']"
5387331,"['E1', 'E2']"
5387333,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387335,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387338,"['E1', 'E2']"
5387339,"['E1', 'E1', 'E1']"
5387340,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387342,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387344,"['E1', 'E1', 'E1']"
5387345,"['E1', 'E2']"
5387348,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5387349,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387351,"['E1', 'E1', 'E1']"
5387352,"['E1', 'E2']"
5387353,"['E1', 'E1', 'E1']"
5387355,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387356,"['E1', 'E2']"
5387357,['E1']
5387358,"['E1', 'E1', 'E1']"
5387360,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387362,"['E1', 'E1', 'E1']"
5387363,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5387367,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387369,"['E1', 'E1', 'E1']"
5387370,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387371,"['E1', 'E1', 'E1']"
5387374,"['E1', 'E2']"
5387377,"['E1', 'E2']"
5387378,"['E1', 'E1', 'E1', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387380,"['E1', 'E1', 'E1']"
5387381,"['E1', 'E2']"
5387384,"['E1', 'E2']"
5387385,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387387,"['E1', 'E1', 'E1']"
5387388,"['E1', 'E2']"
5387389,"['E1', 'E1', 'E1']"
5387391,"['E1', 'E2']"
5387393,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387395,"['E1', 'E2']"
5387396,"['E1', 'E1', 'E1']"
5387398,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387400,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387402,"['E1', 'E2']"
5387405,"['E1', 'E1', 'E1']"
5387406,"['E1', 'E2']"
5387407,"['E1', 'E1', 'E1']"
5387408,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387409,"['E1', 'E2']"
5387413,"['E1', 'E2']"
5387414,"['E1', 'E1', 'E1']"
5387415,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387416,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387419,"['E1', 'E1', 'E1']"
5387420,"['E1', 'E2']"
5387423,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1', 'E1', 'E2']"
5387425,"['E1', 'E1', 'E1']"
5387427,"['E1', 'E2']"
5387428,"['E1', 'E1', 'E1']"
5387430,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E2']"
5387432,"['E1', 'E1', 'E1']"
5387434,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387437,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387438,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387441,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387443,"['E1', 'E1', 'E1']"
5387445,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387446,"['E1', 'E1', 'E1']"
5387448,"['E1', 'E2']"
5387450,"['E1', 'E1', 'E1']"
5387452,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387453,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387455,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387459,"['E1', 'E2', 'E1', 'E1', 'E1', 'E4']"
5387460,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387461,"['E1', 'E1', 'E1']"
5387462,"['E1', 'E2']"
5387464,"['E1', 'E1', 'E1']"
5387466,"['E1', 'E2']"
5387468,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E1', 'E1', 'E1']"
5387469,"['E1', 'E2']"
5387470,"['E1', 'E1', 'E1']"
5387473,"['E1', 'E1', 'E1', 'E1', 'E2']"
5387475,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387476,"['E1', 'E2']"
5387477,"['E1', 'E1', 'E1']"
5387479,"['E1', 'E1', 'E1']"
5387480,"['E1', 'E2']"
5387482,"['E1', 'E1', 'E1']"
5387483,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387484,"['E1', 'E2']"
5387486,"['E1', 'E1', 'E1']"
5387487,"['E1', 'E2']"
5387488,"['E1', 'E1', 'E1']"
5387490,"['E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387491,"['E1', 'E2', 'E1', 'E1', 'E1']"
5387494,"['E1', 'E2']"
5387495,"['E1', 'E1', 'E1']"
5387497,"['E1', 'E1', 'E1']"
5387498,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387500,"['E1', 'E1', 'E1']"
5387501,"['E1', 'E2']"
5387504,"['E1', 'E1', 'E1']"
5387505,"['E1', 'E2', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3', 'E3']"
5387506,"['E1', 'E1', 'E1']"
5387508,"['E1', 'E2']"
